Date,Home,Team,Opp,Win,Win Percentage,Rolling Points Scored Average,Rolling FG Average,Rolling FGA Average,Rolling FG% Average,Rolling 3P Average,Rolling 3PA Average,Rolling 3P% Average,Rolling FT Average,Rolling FTA Average,Rolling FT% Average,Rolling ORB Average,Rolling TRB Average,Rolling AST Average,Rolling STL Average,Rolling BLK Average,Rolling TOV Average,Rolling PF Average,Rolling Opp Points Scored Average,Rolling Opp FG Average,Rolling Opp FGA Average,Rolling Opp FG% Average,Rolling Opp 3P Average,Rolling Opp 3PA Average,Rolling Opp 3P% Average,Rolling Opp FT Average,Rolling Opp FTA Average,Rolling Opp FT% Average,Rolling Opp ORB Average,Rolling Opp TRB Average,Rolling Opp AST Average,Rolling Opp STL Average,Rolling Opp BLK Average,Rolling Opp TOV Average,Rolling Opp PF Average,Opp Win Percentage
2023-12-02,0,POR,UTA,0,0.3333333333333333,104.72222222222223,38.77777777777778,88.55555555555556,0.4389444444444444,11.0,32.5,0.34311111111111114,16.166666666666668,20.5,0.792,11.944444444444445,40.666666666666664,22.22222222222222,8.88888888888889,4.833333333333333,16.666666666666668,20.38888888888889,111.73684210526316,40.36842105263158,90.78947368421052,0.446578947368421,13.842105263157896,38.578947368421055,0.3596842105263158,17.157894736842106,21.263157894736842,0.8018947368421053,14.421052631578947,46.8421052631579,26.57894736842105,6.526315789473684,5.421052631578948,17.68421052631579,20.0,0.3157894736842105
2023-12-02,0,ATL,MIL,0,0.5,123.27777777777777,43.888888888888886,92.61111111111111,0.47611111111111115,13.833333333333334,37.333333333333336,0.3710555555555556,21.666666666666668,26.11111111111111,0.8265,12.944444444444445,44.44444444444444,25.5,9.222222222222221,4.5,14.5,18.5,120.52631578947368,43.31578947368421,88.47368421052632,0.48957894736842106,14.052631578947368,37.89473684210526,0.36894736842105263,19.842105263157894,25.789473684210527,0.772157894736842,9.210526315789474,43.78947368421053,24.63157894736842,7.368421052631579,5.473684210526316,13.736842105263158,19.789473684210527,0.6842105263157895
2023-12-02,0,CLE,DET,1,0.5263157894736842,110.84210526315789,41.526315789473685,87.26315789473684,0.4772105263157895,11.0,32.0,0.34689473684210526,16.789473684210527,21.263157894736842,0.8028947368421052,10.526315789473685,44.31578947368421,25.473684210526315,7.7368421052631575,5.473684210526316,14.736842105263158,18.842105263157894,109.57894736842105,41.21052631578947,89.21052631578948,0.463,10.473684210526315,29.736842105263158,0.3548421052631579,16.68421052631579,20.68421052631579,0.8090526315789474,12.473684210526315,45.31578947368421,26.473684210526315,5.894736842105263,5.7368421052631575,17.210526315789473,23.736842105263158,0.10526315789473684
2023-12-02,0,HOU,LAL,0,0.5,110.875,41.3125,87.1875,0.4743125,12.4375,34.625,0.3585,15.8125,20.8125,0.7576875,9.25,43.25,26.375,6.3125,4.25,12.4375,22.3125,112.8,41.55,84.95,0.48965,10.0,29.55,0.3328,19.7,25.55,0.7664500000000001,8.15,43.9,26.35,7.4,6.0,15.0,17.35,0.55
2023-12-02,0,GSW,LAC,0,0.4736842105263157,114.94736842105263,40.526315789473685,89.42105263157895,0.45473684210526316,14.578947368421053,39.63157894736842,0.36726315789473685,19.31578947368421,24.63157894736842,0.7882105263157895,12.894736842105264,46.73684210526316,27.894736842105264,7.315789473684211,3.526315789473684,15.157894736842104,22.157894736842106,112.94444444444444,41.22222222222222,88.05555555555556,0.4683333333333333,11.722222222222221,32.111111111111114,0.3646111111111111,18.77777777777778,24.38888888888889,0.7727777777777778,11.222222222222221,44.666666666666664,24.61111111111111,9.277777777777779,4.555555555555555,13.61111111111111,20.833333333333332,0.4444444444444444
2023-12-02,1,CHO,MIN,0,0.3529411764705882,113.6470588235294,42.8235294117647,90.70588235294117,0.47300000000000003,11.352941176470589,31.0,0.36129411764705877,16.647058823529413,21.529411764705884,0.7737058823529412,12.176470588235293,44.529411764705884,25.41176470588235,7.0,4.823529411764706,14.235294117647058,20.176470588235293,112.27777777777777,40.888888888888886,84.88888888888889,0.48366666666666663,11.5,31.0,0.3686666666666667,19.0,24.333333333333332,0.7736111111111111,9.38888888888889,45.22222222222222,25.333333333333332,7.666666666666667,6.5,15.333333333333334,19.5,0.7777777777777778
2023-12-02,0,MEM,PHO,0,0.2777777777777778,105.72222222222223,39.0,90.72222222222223,0.4303888888888889,12.944444444444445,39.55555555555556,0.3244444444444444,14.777777777777779,19.166666666666668,0.7695555555555555,10.88888888888889,42.666666666666664,24.333333333333332,7.611111111111111,6.5,14.38888888888889,21.166666666666668,116.15789473684211,40.73684210526316,86.10526315789474,0.4746842105263158,12.526315789473685,32.526315789473685,0.38315789473684214,22.157894736842106,26.263157894736842,0.8425789473684211,10.947368421052632,44.10526315789474,26.105263157894736,6.7894736842105265,7.157894736842105,14.842105263157896,19.05263157894737,0.5789473684210527
2023-12-04,0,BOS,IND,0,0.7894736842105263,116.73684210526316,41.78947368421053,88.26315789473684,0.4737368421052631,15.631578947368421,42.78947368421053,0.3674210526315789,17.526315789473685,22.105263157894736,0.7905263157894736,10.31578947368421,47.05263157894737,24.842105263157894,6.578947368421052,5.684210526315789,13.947368421052632,17.68421052631579,128.77777777777777,48.22222222222222,94.27777777777777,0.5120555555555556,15.0,39.111111111111114,0.3821111111111111,17.333333333333332,22.0,0.7937222222222222,9.38888888888889,39.388888888888886,30.333333333333332,7.833333333333333,6.388888888888889,13.055555555555555,22.77777777777778,0.5555555555555556
2023-12-04,0,NOP,SAC,1,0.5238095238095238,114.0,41.904761904761905,87.71428571428571,0.47890476190476194,10.80952380952381,30.666666666666668,0.35557142857142854,19.38095238095238,25.61904761904762,0.7452380952380953,11.0,44.23809523809524,26.0,8.238095238095237,4.238095238095238,13.761904761904763,20.095238095238095,116.5,42.0,90.33333333333333,0.46455555555555555,14.777777777777779,41.666666666666664,0.3570555555555555,17.72222222222222,24.055555555555557,0.7399444444444444,10.777777777777779,44.0,27.27777777777778,7.388888888888889,4.333333333333333,13.666666666666666,20.88888888888889,0.6111111111111112
2023-12-05,1,LAL,PHO,1,0.5714285714285714,112.52380952380952,41.476190476190474,85.14285714285714,0.48771428571428566,9.904761904761905,29.428571428571427,0.33104761904761904,19.666666666666668,25.61904761904762,0.7634761904761905,8.19047619047619,44.095238095238095,26.238095238095237,7.571428571428571,6.0476190476190474,14.857142857142858,17.333333333333332,116.15,40.5,85.95,0.47264999999999996,12.35,32.2,0.38130000000000003,22.8,27.1,0.8411500000000001,11.0,44.1,26.0,6.95,7.05,14.95,19.15,0.6
2023-12-05,1,MIL,NYK,1,0.7,121.1,43.8,88.5,0.4949,14.05,37.65,0.37170000000000003,19.45,25.25,0.77355,9.15,43.8,25.05,7.25,5.5,13.85,19.75,110.89473684210526,40.0,89.78947368421052,0.4462631578947368,13.68421052631579,36.26315789473684,0.37484210526315787,17.210526315789473,23.36842105263158,0.7479473684210527,13.526315789473685,46.63157894736842,23.05263157894737,7.894736842105263,2.9473684210526314,12.947368421052632,17.36842105263158,0.631578947368421
2023-12-06,1,ATL,BRK,0,0.4736842105263157,123.15789473684211,43.94736842105263,93.05263157894737,0.4745263157894737,13.894736842105264,37.36842105263158,0.3723157894736842,21.36842105263158,25.842105263157894,0.8231052631578947,13.052631578947368,44.21052631578947,25.36842105263158,9.31578947368421,4.473684210526316,14.31578947368421,18.263157894736842,116.6842105263158,43.05263157894737,90.89473684210526,0.4744210526315789,15.263157894736842,39.10526315789474,0.3910526315789474,15.31578947368421,19.842105263157894,0.7692631578947369,12.157894736842104,48.1578947368421,26.05263157894737,6.052631578947368,5.526315789473684,13.526315789473685,18.68421052631579,0.5263157894736842
2023-12-06,1,CLE,ORL,1,0.55,110.8,41.65,87.35,0.47805,10.95,31.9,0.3462,16.55,21.1,0.7961,10.4,44.25,25.45,7.9,5.25,14.55,18.8,114.25,41.1,86.55,0.47519999999999996,10.6,29.95,0.35545,21.45,27.85,0.76945,11.3,43.85,25.65,8.75,5.55,15.7,21.9,0.7
2023-12-06,1,MIN,SAS,1,0.7894736842105263,112.84210526315789,41.0,84.84210526315789,0.4851578947368421,11.473684210526315,31.0,0.36794736842105263,19.36842105263158,24.63157894736842,0.7785263157894736,9.421052631578947,45.0,25.36842105263158,7.526315789473684,6.315789473684211,15.105263157894736,19.31578947368421,111.52631578947368,41.8421052631579,91.05263157894737,0.4587894736842106,12.894736842105264,36.8421052631579,0.34831578947368425,14.947368421052632,18.894736842105264,0.7858947368421053,10.105263157894736,42.31578947368421,29.210526315789473,7.0,6.0,16.57894736842105,20.36842105263158,0.15789473684210525
2023-12-06,1,GSW,POR,1,0.45,114.8,40.4,89.25,0.45410000000000006,14.7,39.8,0.36865000000000003,19.3,24.6,0.7884,12.55,46.5,28.05,7.2,3.55,15.15,21.8,105.15789473684211,38.73684210526316,88.89473684210526,0.4368947368421053,11.105263157894736,32.89473684210526,0.3421578947368421,16.57894736842105,20.842105263157894,0.7971052631578948,11.894736842105264,40.63157894736842,21.94736842105263,9.0,4.842105263157895,16.36842105263158,20.36842105263158,0.3157894736842105
2023-12-06,0,MIA,TOR,1,0.55,113.1,40.65,85.95,0.47365,12.45,32.25,0.38944999999999996,19.35,22.9,0.8366999999999999,9.35,40.7,25.95,8.1,3.15,13.1,18.6,111.2,42.0,90.9,0.4631,11.15,33.1,0.3339,16.05,22.05,0.73075,12.9,46.05,28.1,8.0,4.6,14.35,18.5,0.45
2023-12-06,1,DET,MEM,0,0.1,109.15,41.1,88.9,0.46335,10.35,29.75,0.35045000000000004,16.6,20.8,0.8012,12.35,45.5,26.35,6.05,5.6,17.15,23.55,105.89473684210526,39.0,90.47368421052632,0.431578947368421,12.736842105263158,39.10526315789474,0.32263157894736844,15.157894736842104,19.42105263157895,0.7773157894736842,10.736842105263158,42.526315789473685,23.789473684210527,7.684210526315789,6.578947368421052,14.526315789473685,21.68421052631579,0.2631578947368421
2023-12-06,0,CHO,CHI,0,0.3333333333333333,113.83333333333333,42.888888888888886,90.72222222222223,0.47361111111111115,11.38888888888889,30.666666666666668,0.3678888888888889,16.666666666666668,21.38888888888889,0.7804444444444445,12.055555555555555,44.05555555555556,25.61111111111111,6.944444444444445,4.777777777777778,13.88888888888889,20.27777777777778,107.66666666666667,40.0,89.04761904761905,0.4501428571428571,11.857142857142858,33.523809523809526,0.35514285714285715,15.80952380952381,20.047619047619047,0.7904761904761906,10.952380952380953,41.23809523809524,22.904761904761905,8.476190476190476,4.619047619047619,12.333333333333334,19.80952380952381,0.3333333333333333
2023-12-06,1,HOU,OKC,1,0.4705882352941176,110.05882352941177,41.0,87.29411764705883,0.4701764705882353,12.352941176470589,34.411764705882355,0.3582941176470588,15.705882352941176,20.647058823529413,0.7588823529411765,9.352941176470589,43.88235294117647,26.235294117647058,6.235294117647059,4.411764705882353,12.705882352941176,22.352941176470587,119.73684210526316,43.36842105263158,88.21052631578948,0.4933684210526316,13.263157894736842,33.0,0.4011578947368421,19.736842105263158,23.157894736842106,0.8547894736842105,8.31578947368421,41.78947368421053,25.57894736842105,8.0,5.842105263157895,13.368421052631579,20.210526315789473,0.6842105263157895
2023-12-06,1,DAL,UTA,1,0.5789473684210527,118.21052631578948,42.1578947368421,90.84210526315789,0.4640526315789474,15.894736842105264,42.94736842105263,0.3691052631578947,18.0,24.42105263157895,0.7422631578947368,10.421052631578947,42.421052631578945,25.105263157894736,5.947368421052632,4.526315789473684,11.736842105263158,18.31578947368421,112.05,40.65,90.95,0.4487,13.5,38.35,0.352,17.25,21.4,0.8013999999999999,14.5,47.3,26.6,6.45,5.7,17.7,20.05,0.35
2023-12-06,0,DEN,LAC,0,0.6666666666666666,114.52380952380952,44.476190476190474,89.85714285714286,0.49633333333333335,11.523809523809524,31.714285714285715,0.3635238095238095,14.047619047619047,19.952380952380953,0.6973333333333334,10.952380952380953,43.904761904761905,30.095238095238095,7.0476190476190474,5.190476190476191,12.761904761904763,18.904761904761905,112.94736842105263,41.36842105263158,88.15789473684211,0.46942105263157896,11.789473684210526,32.473684210526315,0.36294736842105263,18.42105263157895,23.842105263157894,0.7772105263157895,10.894736842105264,44.421052631578945,24.94736842105263,9.052631578947368,4.631578947368421,13.473684210526315,20.842105263157894,0.47368421052631576
2023-12-06,0,PHI,WAS,1,0.631578947368421,120.10526315789474,42.26315789473684,89.0,0.4751578947368421,12.157894736842104,32.21052631578947,0.37273684210526314,23.42105263157895,27.526315789473685,0.8505789473684211,12.263157894736842,45.10526315789474,25.36842105263158,8.68421052631579,6.2105263157894735,13.578947368421053,20.894736842105264,116.78947368421052,44.0,91.10526315789474,0.4829473684210526,12.052631578947368,34.0,0.3599473684210526,16.736842105263158,21.31578947368421,0.7886842105263158,8.421052631578947,39.05263157894737,27.736842105263158,8.105263157894736,4.7894736842105265,13.68421052631579,20.0,0.15789473684210525
2023-12-07,0,IND,MIL,1,0.5789473684210527,128.42105263157896,47.94736842105263,94.26315789473684,0.509157894736842,15.210526315789474,39.1578947368421,0.387,17.31578947368421,21.94736842105263,0.794578947368421,9.263157894736842,39.473684210526315,30.210526315789473,7.842105263157895,6.2631578947368425,12.68421052631579,22.36842105263158,122.28571428571429,44.333333333333336,88.61904761904762,0.5000952380952381,14.476190476190476,37.666666666666664,0.3828095238095238,19.142857142857142,24.952380952380953,0.7692857142857144,9.285714285714286,43.476190476190474,25.38095238095238,7.476190476190476,5.523809523809524,13.761904761904763,19.904761904761905,0.7142857142857143
2023-12-07,1,LAL,NOP,1,0.5909090909090909,112.22727272727273,41.31818181818182,85.9090909090909,0.4825,9.863636363636363,29.454545454545453,0.3296363636363636,19.727272727272727,25.59090909090909,0.7669545454545456,8.772727272727273,44.13636363636363,26.136363636363637,7.7272727272727275,5.863636363636363,14.636363636363637,17.40909090909091,114.5909090909091,42.13636363636363,87.68181818181819,0.48168181818181816,10.954545454545455,30.681818181818183,0.35995454545454547,19.363636363636363,25.5,0.7489090909090909,11.090909090909092,44.13636363636363,26.136363636363637,8.409090909090908,4.363636363636363,13.772727272727273,20.181818181818183,0.5454545454545454
2023-12-08,0,CHI,SAS,1,0.3636363636363636,107.81818181818181,39.90909090909091,89.0909090909091,0.44886363636363635,11.863636363636363,33.13636363636363,0.3608181818181818,16.136363636363637,20.454545454545453,0.7905909090909091,11.409090909090908,41.95454545454545,22.90909090909091,8.363636363636363,4.681818181818182,12.5,19.636363636363637,110.65,41.65,91.55,0.45465,12.65,36.8,0.34199999999999997,14.7,18.7,0.77995,10.25,42.65,28.9,7.0,5.9,16.35,20.2,0.15
2023-12-08,1,PHO,SAC,0,0.5714285714285714,115.52380952380952,40.333333333333336,85.42857142857143,0.4736190476190476,12.333333333333334,31.857142857142858,0.386,22.523809523809526,26.80952380952381,0.8396666666666667,10.857142857142858,44.095238095238095,25.952380952380953,7.0,6.9523809523809526,15.285714285714286,19.238095238095237,116.52631578947368,41.78947368421053,90.05263157894737,0.4636315789473684,14.736842105263158,41.63157894736842,0.3562105263157895,18.210526315789473,24.526315789473685,0.7440526315789474,10.789473684210526,43.68421052631579,27.36842105263158,7.421052631578948,4.2105263157894735,13.68421052631579,20.736842105263158,0.5789473684210527
2023-12-08,0,DET,ORL,0,0.0952380952380952,108.80952380952381,41.095238095238095,89.0,0.46276190476190476,10.380952380952381,30.0,0.34871428571428575,16.238095238095237,20.238095238095237,0.8106666666666668,12.142857142857142,45.333333333333336,26.523809523809526,6.190476190476191,5.619047619047619,17.142857142857142,23.238095238095237,114.0952380952381,41.095238095238095,86.42857142857143,0.47580952380952385,10.19047619047619,29.61904761904762,0.3426666666666667,21.714285714285715,28.285714285714285,0.7675714285714286,11.095238095238095,43.476190476190474,25.476190476190474,8.80952380952381,5.571428571428571,15.476190476190476,21.857142857142858,0.6666666666666666
2023-12-08,0,LAC,UTA,1,0.5,112.85,41.3,88.1,0.46895,11.8,32.2,0.367,18.45,23.9,0.77635,11.0,44.75,24.75,8.95,4.85,13.35,20.5,111.33333333333333,40.38095238095238,90.76190476190476,0.44647619047619047,13.428571428571429,38.095238095238095,0.3525714285714286,17.142857142857142,21.238095238095237,0.8029047619047619,14.333333333333334,47.095238095238095,26.38095238095238,6.428571428571429,5.571428571428571,17.761904761904763,20.047619047619047,0.3333333333333333
2023-12-08,1,MEM,MIN,0,0.3,106.4,39.4,90.5,0.43579999999999997,12.65,38.45,0.32765,14.95,19.15,0.7777499999999999,10.65,42.7,23.9,7.8,6.65,14.5,21.05,112.3,40.75,84.95,0.4816,11.5,31.45,0.36455000000000004,19.3,24.45,0.78245,9.5,45.5,25.1,7.35,6.5,15.05,19.15,0.8
2023-12-08,0,ATL,PHI,0,0.45,122.65,43.85,93.1,0.47315000000000007,13.8,37.25,0.37085,21.15,25.45,0.8291499999999999,12.95,44.45,25.35,9.1,4.45,14.25,18.5,120.65,42.5,89.15,0.47695,11.95,31.95,0.3689,23.7,27.85,0.8507,12.2,45.0,25.55,8.6,6.0,13.45,20.55,0.65
2023-12-08,0,GSW,OKC,0,0.4761904761904761,114.57142857142857,40.19047619047619,89.0952380952381,0.4524285714285714,14.476190476190476,39.523809523809526,0.3650952380952381,19.714285714285715,25.0,0.7912380952380952,12.666666666666666,46.666666666666664,27.666666666666668,7.0476190476190474,3.5238095238095237,15.238095238095237,21.666666666666668,118.8,43.05,88.15,0.48995,13.0,32.8,0.3949,19.7,23.2,0.85165,8.1,41.2,25.4,8.3,6.05,13.15,20.25,0.65
2023-12-08,1,BRK,WAS,1,0.55,116.55,43.05,91.05,0.47355,15.05,38.5,0.39185,15.4,20.05,0.7662,12.15,48.0,25.95,6.1,5.55,13.45,18.7,117.25,44.4,91.15,0.48705,12.15,34.05,0.36195,16.3,20.65,0.79925,8.1,38.7,28.3,8.1,4.85,13.55,20.1,0.15
2023-12-08,1,BOS,NYK,1,0.75,116.5,42.0,88.7,0.47375,15.45,42.7,0.3637,17.05,21.6,0.78435,10.45,47.5,24.95,6.5,5.85,14.15,17.75,111.45,40.15,89.65,0.44865000000000005,13.35,35.6,0.3713,17.8,23.85,0.7545,13.45,46.1,23.25,7.9,3.0,13.15,17.35,0.6
2023-12-08,1,CHO,TOR,1,0.3157894736842105,113.10526315789474,42.68421052631579,90.6842105263158,0.4714736842105263,11.31578947368421,31.0,0.36273684210526314,16.42105263157895,20.894736842105264,0.792,12.052631578947368,43.94736842105263,25.57894736842105,7.052631578947368,5.0,14.052631578947368,20.473684210526315,110.80952380952381,41.76190476190476,90.66666666666667,0.46152380952380956,11.285714285714286,33.285714285714285,0.336,16.0,21.80952380952381,0.7379523809523809,12.666666666666666,46.04761904761905,28.142857142857142,7.761904761904762,4.761904761904762,14.333333333333334,18.476190476190474,0.42857142857142855
2023-12-08,0,CLE,MIA,1,0.5714285714285714,111.28571428571429,41.857142857142854,87.28571428571429,0.4807619047619048,11.095238095238095,32.0,0.34933333333333333,16.476190476190474,21.047619047619047,0.7939047619047619,10.380952380952381,44.285714285714285,25.61904761904762,7.761904761904762,5.095238095238095,14.666666666666666,19.19047619047619,113.04761904761905,40.666666666666664,86.0952380952381,0.473047619047619,12.523809523809524,32.523809523809526,0.38842857142857146,19.19047619047619,22.714285714285715,0.836952380952381,9.285714285714286,40.857142857142854,26.285714285714285,7.9523809523809526,3.1904761904761907,12.80952380952381,18.571428571428573,0.5714285714285714
2023-12-08,0,DAL,POR,1,0.6,119.65,42.85,91.35,0.46855,16.2,43.25,0.3731,17.75,24.15,0.7393500000000001,10.45,42.65,25.7,6.2,4.55,11.55,18.1,105.2,38.75,89.2,0.4356,11.35,33.55,0.34245000000000003,16.35,20.6,0.79475,11.85,40.6,21.95,8.95,4.75,16.05,20.85,0.3
2023-12-08,1,DEN,HOU,0,0.6363636363636364,113.95454545454545,44.31818181818182,90.22727272727273,0.49277272727272725,11.545454545454545,31.681818181818183,0.36459090909090913,13.772727272727273,19.454545454545453,0.7060454545454545,11.090909090909092,44.0,30.045454545454547,7.045454545454546,5.181818181818182,12.681818181818182,18.954545454545453,110.05555555555556,40.94444444444444,87.05555555555556,0.4708333333333333,12.5,34.333333333333336,0.3636666666666667,15.666666666666666,20.72222222222222,0.7546111111111111,9.38888888888889,44.388888888888886,26.333333333333332,6.222222222222222,4.444444444444445,13.166666666666666,22.0,0.5
2023-12-11,1,HOU,SAS,1,0.5263157894736842,110.26315789473684,40.63157894736842,86.78947368421052,0.46852631578947374,12.526315789473685,34.578947368421055,0.36205263157894735,16.473684210526315,21.842105263157894,0.7537368421052631,9.473684210526315,44.526315789473685,26.05263157894737,6.052631578947368,4.368421052631579,13.0,21.894736842105264,110.71428571428571,41.523809523809526,91.14285714285714,0.4553809523809524,12.857142857142858,37.04761904761905,0.34500000000000003,14.80952380952381,18.761904761904763,0.7832857142857144,10.238095238095237,42.714285714285715,29.19047619047619,6.857142857142857,6.0476190476190474,16.19047619047619,20.19047619047619,0.14285714285714285
2023-12-11,1,OKC,UTA,1,0.6666666666666666,119.71428571428571,43.42857142857143,88.61904761904762,0.49138095238095236,12.619047619047619,32.61904761904762,0.3842857142857143,20.238095238095237,23.80952380952381,0.852095238095238,8.238095238095237,41.095238095238095,24.904761904761905,8.714285714285714,6.095238095238095,13.047619047619047,20.333333333333332,110.95454545454545,40.27272727272727,90.45454545454545,0.4467272727272727,13.227272727272727,37.77272727272727,0.3497272727272727,17.181818181818183,21.363636363636363,0.8005,14.045454545454545,46.77272727272727,26.227272727272727,6.590909090909091,5.7727272727272725,17.681818181818183,19.90909090909091,0.3181818181818182
2023-12-11,0,BRK,SAC,0,0.5714285714285714,116.9047619047619,43.38095238095238,91.66666666666667,0.4739047619047619,14.80952380952381,38.23809523809524,0.38761904761904764,15.333333333333334,19.952380952380953,0.7667619047619048,12.428571428571429,48.333333333333336,26.0,6.190476190476191,5.666666666666667,13.333333333333334,18.666666666666668,116.4,41.8,90.15,0.4633,14.7,41.5,0.35635,18.1,24.3,0.74685,11.0,44.0,27.25,7.4,4.0,13.65,20.8,0.6
2023-12-11,1,DET,IND,0,0.0909090909090909,108.0,40.77272727272727,88.63636363636364,0.4608181818181818,10.181818181818182,30.0,0.34195454545454546,16.272727272727273,20.40909090909091,0.8059999999999999,11.954545454545455,45.0,26.09090909090909,6.045454545454546,5.454545454545454,17.09090909090909,22.954545454545453,128.4,48.05,94.65,0.5082,14.8,38.85,0.37825000000000003,17.5,22.1,0.79685,9.55,40.05,30.2,7.9,6.35,12.55,22.3,0.6
2023-12-11,1,ATL,DEN,0,0.4285714285714285,122.23809523809524,43.714285714285715,93.61904761904762,0.46938095238095234,13.761904761904763,37.333333333333336,0.36904761904761907,21.047619047619047,25.238095238095237,0.8327619047619047,13.428571428571429,44.95238095238095,25.095238095238095,8.80952380952381,4.428571428571429,14.238095238095237,18.714285714285715,113.6086956521739,44.04347826086956,90.21739130434783,0.48969565217391303,11.478260869565217,31.52173913043478,0.3642608695652174,14.043478260869565,19.782608695652176,0.7075652173913044,11.130434782608695,44.130434782608695,29.695652173913043,6.913043478260869,5.173913043478261,12.565217391304348,19.17391304347826,0.6086956521739131
2023-12-11,1,NYK,TOR,1,0.5714285714285714,112.0,40.333333333333336,89.57142857142857,0.4510952380952381,13.428571428571429,35.666666666666664,0.3729047619047619,17.904761904761905,24.0,0.7538571428571428,13.380952380952381,46.0,23.476190476190474,7.714285714285714,3.0,13.19047619047619,17.476190476190474,111.04545454545455,42.0,90.77272727272727,0.4635,11.045454545454545,33.22727272727273,0.3292727272727273,16.0,21.772727272727273,0.7390454545454546,12.727272727272727,45.86363636363637,28.318181818181817,7.7272727272727275,4.636363636363637,14.318181818181818,18.59090909090909,0.4090909090909091
2023-12-11,1,CHO,MIA,0,0.35,113.4,42.75,90.1,0.47575,11.4,30.7,0.3706,16.5,20.85,0.7974,11.8,43.3,25.8,7.05,4.95,14.15,20.2,112.4090909090909,40.5,86.0909090909091,0.4710909090909091,12.636363636363637,32.95454545454545,0.38699999999999996,18.772727272727273,22.363636363636363,0.8292272727272727,9.181818181818182,40.68181818181818,26.136363636363637,7.818181818181818,3.272727272727273,13.045454545454545,18.772727272727273,0.5454545454545454
2023-12-11,0,CHI,MIL,0,0.391304347826087,108.3913043478261,40.21739130434783,89.65217391304348,0.4493913043478261,11.91304347826087,32.91304347826087,0.36530434782608695,16.043478260869566,20.608695652173914,0.7815652173913044,11.956521739130435,42.56521739130435,23.08695652173913,8.391304347826088,4.565217391304348,12.304347826086957,19.608695652173914,122.13636363636364,44.27272727272727,88.95454545454545,0.4977272727272727,14.363636363636363,37.45454545454545,0.3819545454545455,19.227272727272727,25.09090909090909,0.7684090909090909,9.409090909090908,43.59090909090909,25.09090909090909,7.2727272727272725,5.681818181818182,13.681818181818182,19.772727272727273,0.6818181818181818
2023-12-11,0,MIN,NOP,0,0.8095238095238095,113.0,40.904761904761905,85.0952380952381,0.48247619047619045,11.666666666666666,31.761904761904763,0.366,19.523809523809526,24.523809523809526,0.7891428571428571,9.761904761904763,45.904761904761905,25.333333333333332,7.190476190476191,6.571428571428571,14.952380952380953,19.047619047619047,113.47826086956522,41.78260869565217,88.0,0.47630434782608694,10.782608695652174,30.695652173913043,0.3541304347826087,19.130434782608695,25.26086956521739,0.746782608695652,11.130434782608695,44.04347826086956,25.956521739130434,8.347826086956522,4.391304347826087,13.695652173913043,20.217391304347824,0.5217391304347826
2023-12-11,1,LAC,POR,1,0.5238095238095238,113.04761904761905,41.38095238095238,88.0952380952381,0.46990476190476194,11.952380952380953,32.285714285714285,0.37052380952380953,18.333333333333332,23.761904761904763,0.7756666666666667,11.0,44.523809523809526,24.666666666666668,8.904761904761905,5.0476190476190474,13.380952380952381,20.38095238095238,105.52380952380952,38.76190476190476,89.95238095238095,0.43252380952380953,11.666666666666666,34.476190476190474,0.3423333333333333,16.333333333333332,20.476190476190474,0.7992380952380952,12.142857142857142,40.95238095238095,21.857142857142858,8.952380952380953,4.571428571428571,16.0,21.0,0.2857142857142857
2023-12-11,1,PHI,WAS,1,0.6666666666666666,120.85714285714286,42.476190476190474,89.04761904761905,0.47723809523809524,11.904761904761905,31.857142857142858,0.3688095238095238,24.0,28.285714285714285,0.8488095238095238,12.285714285714286,45.142857142857146,25.476190476190474,8.476190476190476,6.095238095238095,13.333333333333334,20.238095238095237,116.28571428571429,44.095238095238095,91.14285714285714,0.4837619047619048,11.857142857142858,34.0,0.3533809523809524,16.238095238095237,20.666666666666668,0.7951904761904761,8.285714285714286,38.80952380952381,27.857142857142858,7.904761904761905,4.9523809523809526,13.666666666666666,20.047619047619047,0.14285714285714285
2023-12-11,0,CLE,ORL,0,0.5909090909090909,111.27272727272727,41.77272727272727,87.27272727272727,0.47981818181818187,11.227272727272727,32.27272727272727,0.35018181818181815,16.5,21.272727272727273,0.7875454545454545,10.454545454545455,44.59090909090909,25.40909090909091,8.0,4.954545454545454,14.590909090909092,19.09090909090909,114.5,41.45454545454545,86.54545454545455,0.47922727272727267,10.181818181818182,29.454545454545453,0.34459090909090906,21.40909090909091,27.863636363636363,0.7685454545454546,10.863636363636363,43.54545454545455,25.5,8.636363636363637,5.5,15.227272727272727,21.772727272727273,0.6818181818181818
2023-12-11,0,DAL,MEM,1,0.6190476190476191,119.9047619047619,43.04761904761905,91.33333333333333,0.47080952380952384,16.0,43.04761904761905,0.37,17.80952380952381,24.047619047619047,0.7452857142857143,10.380952380952381,42.61904761904762,25.714285714285715,6.285714285714286,4.571428571428571,11.714285714285714,18.333333333333332,106.23809523809524,39.285714285714285,90.28571428571429,0.43552380952380954,12.761904761904763,38.285714285714285,0.3324761904761905,14.904761904761905,19.142857142857142,0.7758095238095238,10.523809523809524,42.0,23.904761904761905,7.761904761904762,6.523809523809524,14.285714285714286,21.142857142857142,0.2857142857142857
